               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.035644,           0.0051214,                   0,             0.92609,             0.82899,             0.88039,             0.44151,            0.041558,           0.0057639,                   0,           0.0069013,           0.0069013,           0.0069013
                 315,            0.035701,           0.0050783,                   0,             0.92612,             0.82991,             0.87971,             0.44113,            0.041559,           0.0057644,                   0,           0.0068914,           0.0068914,           0.0068914
                 316,            0.035985,           0.0049961,                   0,             0.92578,             0.82976,             0.88016,               0.441,            0.041554,           0.0057635,                   0,           0.0068815,           0.0068815,           0.0068815
                 317,            0.035861,           0.0050698,                   0,             0.92744,             0.82993,             0.88111,              0.4411,            0.041545,           0.0057614,                   0,           0.0068716,           0.0068716,           0.0068716
                 318,            0.035476,           0.0051092,                   0,             0.92579,              0.8298,             0.88086,             0.44171,            0.041537,           0.0057622,                   0,           0.0068617,           0.0068617,           0.0068617
                 319,             0.03585,           0.0050435,                   0,             0.92549,             0.82962,             0.88065,             0.44109,            0.041541,           0.0057629,                   0,           0.0068518,           0.0068518,           0.0068518
                 320,            0.035545,           0.0050178,                   0,             0.92533,             0.83025,              0.8805,             0.44168,             0.04154,            0.005761,                   0,           0.0068419,           0.0068419,           0.0068419
                 321,             0.03552,           0.0050138,                   0,             0.92516,              0.8301,             0.88061,             0.44177,            0.041544,           0.0057604,                   0,            0.006832,            0.006832,            0.006832
                 322,            0.035285,           0.0050412,                   0,             0.92389,             0.83025,             0.88042,              0.4426,            0.041543,           0.0057597,                   0,           0.0068221,           0.0068221,           0.0068221
                 323,            0.035575,           0.0050354,                   0,             0.92495,             0.83088,             0.88069,             0.44237,            0.041539,           0.0057582,                   0,           0.0068122,           0.0068122,           0.0068122
                 324,             0.03587,           0.0050747,                   0,             0.92575,             0.83119,             0.88081,             0.44243,            0.041541,           0.0057565,                   0,           0.0068023,           0.0068023,           0.0068023
                 325,            0.035699,           0.0050888,                   0,             0.92619,             0.83076,             0.88094,             0.44176,            0.041541,           0.0057571,                   0,           0.0067924,           0.0067924,           0.0067924
                 326,              0.0354,           0.0049853,                   0,             0.92525,             0.83056,             0.88067,             0.44208,            0.041539,           0.0057553,                   0,           0.0067825,           0.0067825,           0.0067825
                 327,            0.035468,             0.00507,                   0,             0.92554,             0.83069,              0.8806,              0.4427,            0.041545,           0.0057548,                   0,           0.0067726,           0.0067726,           0.0067726
                 328,            0.036074,           0.0052142,                   0,             0.92795,             0.82844,             0.88053,             0.44192,            0.041539,           0.0057529,                   0,           0.0067627,           0.0067627,           0.0067627
                 329,            0.035921,           0.0051083,                   0,             0.92695,             0.82962,             0.88068,             0.44298,            0.041535,           0.0057526,                   0,           0.0067528,           0.0067528,           0.0067528
                 330,            0.035517,           0.0050084,                   0,             0.92688,             0.82962,             0.88045,             0.44249,            0.041532,           0.0057519,                   0,           0.0067429,           0.0067429,           0.0067429
                 331,            0.035487,           0.0050408,                   0,             0.92711,             0.83012,              0.8807,              0.4419,             0.04153,           0.0057513,                   0,            0.006733,            0.006733,            0.006733
                 332,            0.035658,           0.0050325,                   0,             0.92734,             0.82894,             0.87986,             0.44167,            0.041532,           0.0057519,                   0,           0.0067231,           0.0067231,           0.0067231
                 333,            0.035103,           0.0049576,                   0,             0.92606,             0.82919,             0.87978,             0.44174,            0.041532,           0.0057517,                   0,           0.0067132,           0.0067132,           0.0067132
                 334,            0.035057,           0.0050725,                   0,             0.92651,             0.82899,             0.88033,              0.4421,            0.041533,            0.005751,                   0,           0.0067033,           0.0067033,           0.0067033
                 335,            0.035776,           0.0051304,                   0,             0.92581,             0.82837,             0.87972,             0.44173,            0.041531,           0.0057517,                   0,           0.0066934,           0.0066934,           0.0066934
                 336,             0.03515,           0.0050293,                   0,             0.92567,             0.82845,             0.88018,             0.44162,            0.041537,           0.0057516,                   0,           0.0066835,           0.0066835,           0.0066835
                 337,            0.035199,             0.00517,                   0,             0.92567,             0.82845,             0.87986,             0.44176,            0.041536,           0.0057528,                   0,           0.0066736,           0.0066736,           0.0066736
                 338,            0.034969,            0.005034,                   0,             0.92575,             0.82742,             0.87978,             0.44208,            0.041535,            0.005753,                   0,           0.0066637,           0.0066637,           0.0066637
                 339,            0.035005,           0.0049576,                   0,             0.92656,             0.82735,             0.87973,             0.44222,            0.041534,           0.0057553,                   0,           0.0066538,           0.0066538,           0.0066538
                 340,            0.035374,           0.0050316,                   0,             0.92634,              0.8268,             0.87956,             0.44185,            0.041538,           0.0057558,                   0,           0.0066439,           0.0066439,           0.0066439
                 341,            0.035309,           0.0050223,                   0,             0.92737,             0.82742,              0.8797,             0.44214,            0.041534,           0.0057561,                   0,            0.006634,            0.006634,            0.006634
                 342,            0.035632,           0.0050512,                   0,             0.92772,             0.82774,             0.88046,             0.44165,            0.041525,           0.0057559,                   0,           0.0066241,           0.0066241,           0.0066241
                 343,            0.035434,           0.0049544,                   0,             0.92726,             0.82791,             0.88013,             0.44247,            0.041518,           0.0057558,                   0,           0.0066142,           0.0066142,           0.0066142
                 344,             0.03528,            0.005083,                   0,              0.9267,             0.82711,             0.87895,             0.44225,            0.041518,           0.0057551,                   0,           0.0066043,           0.0066043,           0.0066043
                 345,            0.035245,           0.0049496,                   0,             0.92714,             0.82711,             0.88047,             0.44257,             0.04151,           0.0057552,                   0,           0.0065944,           0.0065944,           0.0065944
                 346,            0.034475,            0.005052,                   0,             0.92686,             0.82706,             0.88004,             0.44241,            0.041504,           0.0057548,                   0,           0.0065845,           0.0065845,           0.0065845
                 347,            0.035125,           0.0049796,                   0,             0.92717,             0.82805,             0.88079,             0.44245,            0.041498,           0.0057536,                   0,           0.0065746,           0.0065746,           0.0065746
                 348,            0.035589,           0.0050077,                   0,             0.92736,             0.82837,             0.88196,             0.44278,            0.041488,            0.005753,                   0,           0.0065647,           0.0065647,           0.0065647
                 349,            0.035797,           0.0050674,                   0,              0.9285,             0.82931,              0.8829,             0.44268,            0.041485,           0.0057534,                   0,           0.0065548,           0.0065548,           0.0065548
                 350,            0.035303,           0.0050495,                   0,             0.92803,             0.82947,             0.88276,             0.44269,             0.04148,            0.005754,                   0,           0.0065449,           0.0065449,           0.0065449
                 351,              0.0354,           0.0050703,                   0,             0.92809,             0.83019,             0.88307,             0.44273,            0.041472,           0.0057544,                   0,            0.006535,            0.006535,            0.006535
                 352,            0.035844,           0.0049679,                   0,             0.92909,              0.8305,              0.8834,             0.44297,            0.041463,           0.0057544,                   0,           0.0065251,           0.0065251,           0.0065251
                 353,            0.035073,           0.0050107,                   0,             0.92917,             0.83088,             0.88351,             0.44307,            0.041459,           0.0057549,                   0,           0.0065152,           0.0065152,           0.0065152
                 354,            0.035208,           0.0049598,                   0,             0.92874,             0.83011,             0.88382,             0.44331,            0.041454,           0.0057553,                   0,           0.0065053,           0.0065053,           0.0065053
                 355,            0.035312,           0.0050582,                   0,             0.92839,             0.82982,              0.8834,              0.4433,            0.041448,           0.0057544,                   0,           0.0064954,           0.0064954,           0.0064954
                 356,            0.034976,           0.0050585,                   0,             0.92876,             0.83042,             0.88374,             0.44281,            0.041445,           0.0057555,                   0,           0.0064855,           0.0064855,           0.0064855
                 357,            0.034855,           0.0050346,                   0,             0.92843,             0.83034,             0.88339,             0.44302,            0.041446,           0.0057548,                   0,           0.0064756,           0.0064756,           0.0064756
                 358,            0.035031,           0.0049237,                   0,             0.92845,             0.83067,             0.88362,             0.44272,            0.041455,           0.0057561,                   0,           0.0064657,           0.0064657,           0.0064657
                 359,            0.034645,           0.0050771,                   0,             0.92819,             0.83138,             0.88372,             0.44223,            0.041461,           0.0057574,                   0,           0.0064558,           0.0064558,           0.0064558
                 360,              0.0347,           0.0049507,                   0,             0.92848,             0.83097,             0.88348,             0.44244,            0.041461,           0.0057578,                   0,           0.0064459,           0.0064459,           0.0064459
                 361,            0.034683,            0.004967,                   0,              0.9295,             0.83146,              0.8838,             0.44232,             0.04146,           0.0057574,                   0,            0.006436,            0.006436,            0.006436
                 362,            0.034451,           0.0049756,                   0,             0.92864,              0.8315,             0.88364,             0.44176,            0.041464,           0.0057605,                   0,           0.0064261,           0.0064261,           0.0064261
                 363,            0.035088,           0.0050238,                   0,             0.92781,             0.83075,             0.88303,             0.44156,            0.041467,           0.0057608,                   0,           0.0064162,           0.0064162,           0.0064162
                 364,            0.035161,           0.0050707,                   0,             0.92798,              0.8315,             0.88315,             0.44178,            0.041464,           0.0057603,                   0,           0.0064063,           0.0064063,           0.0064063
                 365,            0.035359,           0.0050658,                   0,             0.92827,             0.83237,              0.8827,             0.44123,            0.041465,           0.0057581,                   0,           0.0063964,           0.0063964,           0.0063964
                 366,            0.034772,           0.0050411,                   0,             0.92856,             0.83202,              0.8829,             0.44135,            0.041468,           0.0057575,                   0,           0.0063865,           0.0063865,           0.0063865
                 367,            0.034705,           0.0050425,                   0,             0.92678,             0.83307,             0.88228,             0.44118,            0.041468,            0.005756,                   0,           0.0063766,           0.0063766,           0.0063766
                 368,              0.0348,           0.0049809,                   0,             0.92734,               0.833,              0.8825,             0.44123,            0.041467,           0.0057547,                   0,           0.0063667,           0.0063667,           0.0063667
                 369,            0.034446,           0.0049534,                   0,               0.928,             0.83182,             0.88279,             0.44167,            0.041468,           0.0057535,                   0,           0.0063568,           0.0063568,           0.0063568
                 370,            0.034773,           0.0049254,                   0,             0.92674,             0.83357,             0.88293,             0.44136,            0.041466,           0.0057538,                   0,           0.0063469,           0.0063469,           0.0063469
                 371,            0.035046,           0.0050836,                   0,             0.92551,             0.83427,             0.88283,             0.44117,            0.041464,            0.005753,                   0,            0.006337,            0.006337,            0.006337
                 372,            0.034554,           0.0049799,                   0,              0.9255,             0.83414,             0.88284,             0.44142,            0.041465,           0.0057528,                   0,           0.0063271,           0.0063271,           0.0063271
                 373,             0.03474,           0.0050002,                   0,             0.92549,             0.83399,             0.88302,             0.44148,            0.041466,           0.0057539,                   0,           0.0063172,           0.0063172,           0.0063172
                 374,            0.034864,           0.0049162,                   0,             0.92522,             0.83463,             0.88376,             0.44144,            0.041464,           0.0057542,                   0,           0.0063073,           0.0063073,           0.0063073
                 375,            0.034698,           0.0049079,                   0,             0.92453,             0.83401,             0.88355,              0.4418,            0.041465,           0.0057526,                   0,           0.0062974,           0.0062974,           0.0062974
                 376,            0.034667,           0.0050868,                   0,             0.92457,             0.83463,             0.88378,             0.44224,            0.041465,            0.005753,                   0,           0.0062875,           0.0062875,           0.0062875
                 377,            0.034632,           0.0049558,                   0,              0.9246,             0.83496,              0.8838,             0.44224,            0.041466,           0.0057514,                   0,           0.0062776,           0.0062776,           0.0062776
                 378,            0.034851,           0.0048975,                   0,             0.92484,             0.83401,             0.88296,             0.44249,            0.041471,           0.0057504,                   0,           0.0062677,           0.0062677,           0.0062677
                 379,            0.034803,           0.0049822,                   0,             0.92425,             0.83465,             0.88379,             0.44238,             0.04147,           0.0057498,                   0,           0.0062578,           0.0062578,           0.0062578
                 380,            0.034224,           0.0050129,                   0,             0.92645,             0.83398,             0.88506,             0.44227,            0.041473,           0.0057509,                   0,           0.0062479,           0.0062479,           0.0062479
                 381,            0.034448,           0.0049602,                   0,             0.92579,             0.83339,             0.88452,             0.44211,            0.041471,           0.0057493,                   0,            0.006238,            0.006238,            0.006238
                 382,            0.034701,           0.0049686,                   0,             0.92576,             0.83276,             0.88461,             0.44225,            0.041476,           0.0057481,                   0,           0.0062281,           0.0062281,           0.0062281
                 383,            0.034271,           0.0049045,                   0,             0.92611,             0.83307,             0.88526,             0.44254,            0.041476,           0.0057466,                   0,           0.0062182,           0.0062182,           0.0062182
                 384,            0.034338,           0.0050024,                   0,             0.92552,             0.83401,             0.88488,             0.44267,            0.041473,           0.0057449,                   0,           0.0062083,           0.0062083,           0.0062083
                 385,            0.034764,           0.0049072,                   0,             0.92618,             0.83461,             0.88526,             0.44253,            0.041471,           0.0057428,                   0,           0.0061984,           0.0061984,           0.0061984
                 386,            0.034377,           0.0049861,                   0,             0.92383,             0.83722,             0.88497,             0.44281,            0.041467,           0.0057423,                   0,           0.0061885,           0.0061885,           0.0061885
                 387,            0.034007,           0.0049557,                   0,             0.92492,             0.83464,             0.88499,             0.44311,            0.041472,           0.0057409,                   0,           0.0061786,           0.0061786,           0.0061786
                 388,            0.034666,           0.0049318,                   0,              0.9255,             0.83401,             0.88473,              0.4428,            0.041474,           0.0057425,                   0,           0.0061687,           0.0061687,           0.0061687
                 389,            0.034174,           0.0049228,                   0,             0.92537,             0.83433,              0.8849,             0.44257,            0.041471,           0.0057427,                   0,           0.0061588,           0.0061588,           0.0061588
                 390,            0.034867,           0.0049191,                   0,             0.92459,             0.83401,             0.88465,             0.44239,            0.041476,           0.0057418,                   0,           0.0061489,           0.0061489,           0.0061489
                 391,            0.034431,           0.0049769,                   0,             0.92573,             0.83301,             0.88492,             0.44261,            0.041472,             0.00574,                   0,            0.006139,            0.006139,            0.006139
                 392,            0.034379,           0.0048898,                   0,             0.92395,             0.83495,             0.88522,             0.44266,            0.041467,           0.0057407,                   0,           0.0061291,           0.0061291,           0.0061291
                 393,            0.034235,           0.0047947,                   0,              0.9239,             0.83432,             0.88518,             0.44272,            0.041468,           0.0057382,                   0,           0.0061192,           0.0061192,           0.0061192
                 394,            0.034161,           0.0049016,                   0,             0.92385,             0.83464,             0.88549,             0.44323,            0.041476,           0.0057383,                   0,           0.0061093,           0.0061093,           0.0061093
                 395,            0.034432,           0.0049561,                   0,             0.92335,             0.83535,             0.88616,             0.44364,            0.041482,           0.0057384,                   0,           0.0060994,           0.0060994,           0.0060994
                 396,            0.034241,           0.0048006,                   0,             0.92318,             0.83527,             0.88616,             0.44391,            0.041479,           0.0057373,                   0,           0.0060895,           0.0060895,           0.0060895
                 397,            0.034342,           0.0049359,                   0,             0.92269,             0.83527,              0.8858,              0.4434,            0.041484,           0.0057358,                   0,           0.0060796,           0.0060796,           0.0060796
                 398,            0.034331,              0.0049,                   0,             0.92171,             0.83558,             0.88598,             0.44318,            0.041491,           0.0057366,                   0,           0.0060697,           0.0060697,           0.0060697
                 399,            0.034714,           0.0049303,                   0,             0.92259,             0.83401,             0.88531,             0.44263,            0.041499,           0.0057363,                   0,           0.0060598,           0.0060598,           0.0060598
                 400,            0.034516,           0.0048826,                   0,             0.92318,             0.83307,             0.88539,             0.44237,            0.041508,           0.0057361,                   0,           0.0060499,           0.0060499,           0.0060499
                 401,            0.033717,           0.0049405,                   0,             0.92542,             0.83244,             0.88625,             0.44285,            0.041519,           0.0057354,                   0,             0.00604,             0.00604,             0.00604
                 402,            0.033794,           0.0048849,                   0,             0.92552,              0.8337,             0.88711,             0.44257,            0.041531,           0.0057358,                   0,           0.0060301,           0.0060301,           0.0060301
                 403,            0.033904,           0.0049278,                   0,             0.92327,             0.83464,             0.88719,             0.44244,            0.041531,           0.0057353,                   0,           0.0060202,           0.0060202,           0.0060202
                 404,            0.033976,           0.0049368,                   0,             0.92271,             0.83529,             0.88736,             0.44238,            0.041535,            0.005736,                   0,           0.0060103,           0.0060103,           0.0060103
                 405,            0.033844,           0.0048207,                   0,             0.92303,             0.83529,             0.88794,             0.44238,             0.04154,           0.0057366,                   0,           0.0060004,           0.0060004,           0.0060004
                 406,             0.03417,           0.0048252,                   0,              0.9234,             0.83596,             0.88846,             0.44289,            0.041541,           0.0057352,                   0,           0.0059905,           0.0059905,           0.0059905
                 407,            0.034977,           0.0048487,                   0,             0.92362,             0.83621,             0.88837,             0.44326,            0.041548,           0.0057362,                   0,           0.0059806,           0.0059806,           0.0059806
                 408,            0.033244,           0.0048674,                   0,             0.92386,             0.83809,             0.88901,             0.44381,            0.041554,            0.005736,                   0,           0.0059707,           0.0059707,           0.0059707
                 409,            0.033903,           0.0049548,                   0,             0.92371,             0.83684,             0.88886,             0.44324,            0.041564,           0.0057367,                   0,           0.0059608,           0.0059608,           0.0059608
                 410,            0.033768,           0.0049015,                   0,             0.92268,             0.83746,             0.88836,              0.4433,            0.041573,           0.0057373,                   0,           0.0059509,           0.0059509,           0.0059509
                 411,            0.034151,           0.0048919,                   0,             0.91855,              0.8387,             0.88837,             0.44313,            0.041577,           0.0057369,                   0,            0.005941,            0.005941,            0.005941
                 412,            0.033452,           0.0048093,                   0,              0.9183,              0.8394,             0.88841,             0.44299,            0.041588,            0.005737,                   0,           0.0059311,           0.0059311,           0.0059311
                 413,            0.033495,           0.0048564,                   0,             0.91799,             0.83872,             0.88825,             0.44337,            0.041586,           0.0057377,                   0,           0.0059212,           0.0059212,           0.0059212
                 414,            0.033457,           0.0049082,                   0,             0.91829,             0.83935,             0.88779,             0.44386,            0.041596,           0.0057378,                   0,           0.0059113,           0.0059113,           0.0059113
                 415,            0.034107,           0.0049218,                   0,             0.91795,             0.83903,             0.88832,             0.44369,            0.041605,           0.0057396,                   0,           0.0059014,           0.0059014,           0.0059014
                 416,            0.033493,           0.0047933,                   0,             0.91763,             0.83893,             0.88839,             0.44374,            0.041611,           0.0057398,                   0,           0.0058915,           0.0058915,           0.0058915
                 417,            0.033736,           0.0048878,                   0,             0.91731,             0.83887,             0.88862,             0.44334,            0.041614,             0.00574,                   0,           0.0058816,           0.0058816,           0.0058816
                 418,            0.033725,           0.0049217,                   0,             0.91887,             0.83872,              0.8887,             0.44391,            0.041619,           0.0057391,                   0,           0.0058717,           0.0058717,           0.0058717
                 419,            0.033585,           0.0048514,                   0,             0.91848,             0.83789,             0.88853,             0.44367,             0.04162,           0.0057389,                   0,           0.0058618,           0.0058618,           0.0058618
                 420,             0.03374,           0.0047971,                   0,             0.91848,             0.83789,             0.88855,             0.44386,            0.041627,           0.0057397,                   0,           0.0058519,           0.0058519,           0.0058519
                 421,            0.033652,           0.0049645,                   0,             0.91933,             0.83677,             0.88751,              0.4436,            0.041633,           0.0057395,                   0,            0.005842,            0.005842,            0.005842
                 422,            0.033535,           0.0049502,                   0,             0.91898,             0.83746,             0.88722,             0.44326,            0.041635,            0.005739,                   0,           0.0058321,           0.0058321,           0.0058321
                 423,            0.033896,           0.0048899,                   0,             0.91973,             0.83764,             0.88849,             0.44344,            0.041638,           0.0057399,                   0,           0.0058222,           0.0058222,           0.0058222
                 424,            0.033872,           0.0049063,                   0,             0.92176,             0.83621,             0.88763,             0.44365,            0.041636,           0.0057392,                   0,           0.0058123,           0.0058123,           0.0058123
                 425,            0.033973,            0.004805,                   0,             0.92147,              0.8358,             0.88775,              0.4435,            0.041641,           0.0057388,                   0,           0.0058024,           0.0058024,           0.0058024
                 426,            0.033702,           0.0048589,                   0,             0.92147,             0.83652,             0.88877,             0.44351,            0.041654,           0.0057403,                   0,           0.0057925,           0.0057925,           0.0057925
                 427,            0.033219,           0.0049989,                   0,             0.92146,             0.83571,             0.88844,             0.44347,            0.041659,           0.0057397,                   0,           0.0057826,           0.0057826,           0.0057826
                 428,            0.033615,            0.004789,                   0,             0.92134,              0.8359,             0.88815,             0.44366,            0.041668,           0.0057399,                   0,           0.0057727,           0.0057727,           0.0057727
                 429,            0.033779,           0.0049083,                   0,              0.9209,             0.83464,               0.888,             0.44387,            0.041679,           0.0057422,                   0,           0.0057628,           0.0057628,           0.0057628
                 430,            0.033448,           0.0048224,                   0,             0.92073,             0.83825,             0.88897,             0.44362,            0.041688,           0.0057427,                   0,           0.0057529,           0.0057529,           0.0057529
                 431,            0.033987,           0.0048856,                   0,              0.9203,             0.83691,             0.88896,             0.44385,            0.041686,           0.0057452,                   0,            0.005743,            0.005743,            0.005743
                 432,            0.033959,            0.004819,                   0,             0.91998,             0.83695,             0.88843,             0.44345,            0.041689,            0.005747,                   0,           0.0057331,           0.0057331,           0.0057331
                 433,            0.033682,           0.0048661,                   0,             0.92072,              0.8345,              0.8879,             0.44358,            0.041693,           0.0057474,                   0,           0.0057232,           0.0057232,           0.0057232
                 434,            0.033257,           0.0048032,                   0,             0.92148,             0.83401,             0.88795,             0.44335,            0.041688,           0.0057474,                   0,           0.0057133,           0.0057133,           0.0057133
                 435,            0.033262,           0.0048108,                   0,             0.92142,             0.83433,             0.88813,             0.44326,            0.041697,           0.0057477,                   0,           0.0057034,           0.0057034,           0.0057034
                 436,            0.033405,           0.0047757,                   0,             0.92183,             0.83433,             0.88781,             0.44326,            0.041695,           0.0057466,                   0,           0.0056935,           0.0056935,           0.0056935
                 437,            0.033985,           0.0048535,                   0,             0.92103,             0.83442,             0.88719,             0.44301,            0.041696,           0.0057463,                   0,           0.0056836,           0.0056836,           0.0056836
                 438,            0.033441,            0.004812,                   0,             0.92115,             0.83401,             0.88732,              0.4428,            0.041703,           0.0057476,                   0,           0.0056737,           0.0056737,           0.0056737
                 439,            0.033294,           0.0047813,                   0,             0.92083,             0.83401,             0.88746,             0.44262,            0.041707,           0.0057487,                   0,           0.0056638,           0.0056638,           0.0056638
                 440,            0.033533,           0.0047898,                   0,              0.9213,             0.83385,             0.88736,             0.44268,             0.04171,           0.0057485,                   0,           0.0056539,           0.0056539,           0.0056539
                 441,             0.03337,           0.0047987,                   0,             0.92113,             0.83464,             0.88802,             0.44251,            0.041712,           0.0057481,                   0,            0.005644,            0.005644,            0.005644
                 442,            0.032792,           0.0048413,                   0,             0.92127,             0.83433,             0.88775,             0.44243,             0.04171,           0.0057488,                   0,           0.0056341,           0.0056341,           0.0056341
                 443,            0.032878,           0.0047976,                   0,             0.92207,             0.83401,             0.88766,             0.44218,            0.041717,           0.0057503,                   0,           0.0056242,           0.0056242,           0.0056242
                 444,            0.033046,           0.0048049,                   0,             0.92224,             0.83362,             0.88764,             0.44239,             0.04172,           0.0057506,                   0,           0.0056143,           0.0056143,           0.0056143
                 445,            0.032975,           0.0048267,                   0,             0.92253,             0.83328,             0.88746,             0.44228,            0.041723,           0.0057517,                   0,           0.0056044,           0.0056044,           0.0056044
                 446,            0.033153,           0.0047806,                   0,             0.92139,              0.8337,              0.8874,             0.44206,            0.041721,           0.0057497,                   0,           0.0055945,           0.0055945,           0.0055945
                 447,            0.033652,           0.0047952,                   0,             0.92309,             0.83232,             0.88769,             0.44252,            0.041718,           0.0057493,                   0,           0.0055846,           0.0055846,           0.0055846
                 448,            0.033295,           0.0049716,                   0,             0.92279,             0.83247,             0.88675,             0.44207,            0.041724,           0.0057483,                   0,           0.0055747,           0.0055747,           0.0055747
                 449,            0.033619,           0.0048078,                   0,              0.9224,             0.83244,             0.88609,             0.44237,            0.041727,           0.0057468,                   0,           0.0055648,           0.0055648,           0.0055648
                 450,            0.033345,           0.0048306,                   0,              0.9233,             0.83307,             0.88753,             0.44238,            0.041725,           0.0057471,                   0,           0.0055549,           0.0055549,           0.0055549
                 451,            0.033106,           0.0047904,                   0,             0.92311,              0.8325,             0.88676,             0.44273,            0.041727,            0.005747,                   0,            0.005545,            0.005545,            0.005545
                 452,            0.033191,           0.0047154,                   0,             0.92395,             0.83213,             0.88717,              0.4425,            0.041733,           0.0057469,                   0,           0.0055351,           0.0055351,           0.0055351
                 453,            0.033201,           0.0049306,                   0,             0.92372,             0.83217,             0.88742,             0.44217,            0.041739,           0.0057461,                   0,           0.0055252,           0.0055252,           0.0055252
                 454,            0.032883,           0.0048504,                   0,              0.9227,             0.83154,             0.88741,             0.44208,            0.041748,           0.0057464,                   0,           0.0055153,           0.0055153,           0.0055153
                 455,            0.033258,           0.0048458,                   0,             0.92342,             0.83276,              0.8882,             0.44185,            0.041746,           0.0057462,                   0,           0.0055054,           0.0055054,           0.0055054
                 456,            0.032371,           0.0047991,                   0,             0.92306,             0.83213,             0.88792,             0.44213,            0.041747,            0.005747,                   0,           0.0054955,           0.0054955,           0.0054955
                 457,            0.033437,            0.004816,                   0,              0.9218,             0.83218,             0.88675,             0.44122,            0.041754,           0.0057482,                   0,           0.0054856,           0.0054856,           0.0054856
                 458,            0.032964,           0.0047253,                   0,             0.92229,             0.83423,             0.88716,             0.44162,             0.04175,           0.0057482,                   0,           0.0054757,           0.0054757,           0.0054757
                 459,            0.033211,           0.0047651,                   0,             0.92312,             0.83433,             0.88887,             0.44246,            0.041743,           0.0057475,                   0,           0.0054658,           0.0054658,           0.0054658
                 460,            0.033328,           0.0048886,                   0,             0.92222,             0.83495,             0.88851,             0.44219,            0.041743,           0.0057466,                   0,           0.0054559,           0.0054559,           0.0054559
                 461,            0.032973,           0.0048543,                   0,             0.92519,             0.83436,             0.88937,             0.44233,            0.041734,           0.0057463,                   0,            0.005446,            0.005446,            0.005446
                 462,            0.033149,           0.0047837,                   0,             0.92607,             0.83329,             0.88946,             0.44282,            0.041736,           0.0057459,                   0,           0.0054361,           0.0054361,           0.0054361
                 463,            0.033055,           0.0047314,                   0,             0.92337,             0.83495,             0.88955,             0.44305,            0.041732,            0.005747,                   0,           0.0054262,           0.0054262,           0.0054262
                 464,            0.033267,            0.004803,                   0,             0.92359,             0.83436,             0.88937,             0.44307,            0.041728,           0.0057485,                   0,           0.0054163,           0.0054163,           0.0054163
                 465,            0.033149,           0.0048058,                   0,             0.92327,             0.83495,             0.88971,             0.44376,            0.041719,            0.005748,                   0,           0.0054064,           0.0054064,           0.0054064
                 466,            0.032642,           0.0046985,                   0,             0.92238,             0.83521,             0.88914,             0.44391,            0.041709,            0.005746,                   0,           0.0053965,           0.0053965,           0.0053965
                 467,            0.033328,           0.0047156,                   0,             0.92218,             0.83433,             0.88902,             0.44359,            0.041712,           0.0057466,                   0,           0.0053866,           0.0053866,           0.0053866
